intercept,sigma2,parameter
0.6031286099961679,0.022945350660331248,mortality_rate
0.49946455758245106,0.028673222156577142,mortality_rate
0.5356612415905809,0.01779200610376741,mortality_rate
0.5177112793628896,0.029994188125471843,mortality_rate
0.5071616808857665,0.016836575922154963,mortality_rate
0.4597931313988456,0.018313079096399235,mortality_rate
0.3945966114897717,0.02510123807970862,mortality_rate
0.5542581777882617,0.03664519190038414,mortality_rate
0.5185565550961045,0.028279480942607925,mortality_rate
0.5110219070439862,0.017744814152989796,mortality_rate
0.5116094670547326,0.017321202102644123,mortality_rate
0.3804883255599274,0.02443217398371448,mortality_rate
0.4781559401299202,0.03938320388701036,mortality_rate
0.412187523177454,0.024742678064384974,mortality_rate
0.24875012388094225,0.09244879672118596,mortality_rate
0.47543507782228744,0.14728316210692452,mortality_rate
0.5239432996269663,0.02180463428195305,mortality_rate
0.4498351636361422,0.031648774409879524,mortality_rate
0.4691049365557969,0.01973930293643486,mortality_rate
0.48265778976059415,0.03246921256209408,mortality_rate
0.503121199786919,0.025317188179191825,mortality_rate
0.4506673810680359,0.018281537978985705,mortality_rate
0.4066841357350102,0.043898712621617327,mortality_rate
0.5832580739945331,0.044047461550880934,mortality_rate
0.4616156080512899,0.016332672155009605,mortality_rate
0.48058894575914646,0.0569438094465266,mortality_rate
0.4773024563085642,0.01011681198103827,mortality_rate
0.36909853902077006,0.040522258351980076,mortality_rate
0.49632126330155474,0.12048530077945534,mortality_rate
0.4143284912649151,0.021752355199683035,mortality_rate
0.5934173350200184,0.04756792551313125,mortality_rate
0.5389668113442959,0.027161705168048788,mortality_rate
0.44057925050931546,0.016596084918003292,mortality_rate
0.5271902929826234,0.03266950214628414,mortality_rate
0.5016505583178986,0.033471087217848645,mortality_rate
0.5271644434297634,0.04436914575689853,mortality_rate
0.45537867797231874,0.01090394689870793,mortality_rate
0.44988135874289176,0.009913298529894438,mortality_rate
0.43734614230902835,0.03636187359200978,mortality_rate
0.5443573153154003,0.012239217834603064,mortality_rate
0.45926435106544133,0.0635426512062711,mortality_rate
0.5467898186071474,0.014297305985456712,mortality_rate
0.5576561013145144,0.02671094087655194,mortality_rate
0.5362483296051802,0.034002708445268676,mortality_rate
0.5074667855666928,0.03639480290779721,mortality_rate
0.4399858350464657,0.02646546786010282,mortality_rate
0.4321205297816211,0.020706288507748527,mortality_rate
0.5072661175543843,0.07437785198043198,mortality_rate
0.44005531587657143,0.015570938594871783,mortality_rate
0.4375649722646734,0.021473603595585086,mortality_rate
0.5850892543929186,0.059225407279238744,mortality_rate
0.4440332004322423,0.0409450071080179,mortality_rate
0.4462605486005557,0.008884620191658655,mortality_rate
0.5237617894547706,0.03268482241336743,mortality_rate
0.45414155443576787,0.029374919302386195,mortality_rate
0.5821585155105442,0.026093577328228593,mortality_rate
0.4838044998405214,0.025472063026746254,mortality_rate
0.49812692977635414,0.03764212686798196,mortality_rate
0.41659070054142366,0.030984276518428548,mortality_rate
0.41502447822693334,0.04094981438106734,mortality_rate
0.43125072104311085,0.04052745178403987,mortality_rate
0.585931518529372,0.018207323079408956,mortality_rate
0.44835139010489755,0.032348604192157945,mortality_rate
0.4361527027373391,0.013441551766318552,mortality_rate
0.4707857205916134,0.031818599551309834,mortality_rate
0.37928942784289615,0.023058752222373472,mortality_rate
0.2337868317844119,0.052555563584583534,mortality_rate
0.36703106455087675,0.08294924284500028,mortality_rate
0.5375324553013886,0.041372184108716174,mortality_rate
0.45298646044644875,0.03618530853343357,mortality_rate
0.41852520560453915,0.021600319347053448,mortality_rate
0.5229365519173869,0.025712042516625774,mortality_rate
0.45794710696026947,0.01522034263307173,mortality_rate
0.5156592140603913,0.01767346916301652,mortality_rate
0.46337731312253155,0.02640159292683816,mortality_rate
0.519248409641871,0.014768795303747561,mortality_rate
0.47947534847941786,0.03237914067012643,mortality_rate
0.5215304850580397,0.038117344808923474,mortality_rate
0.4670929867877494,0.04587924371860979,mortality_rate
0.45478065554541575,0.017623689891121033,mortality_rate
0.47300067037735155,0.024321474803733655,mortality_rate
0.42059074156077597,0.03406935023464405,mortality_rate
0.627559741762974,0.03554429553159918,mortality_rate
0.5338720916764738,0.026102411354126602,mortality_rate
0.35517521915763456,0.024740120543139302,mortality_rate
0.5544383258842103,0.03926372826740736,mortality_rate
0.3966007584486716,0.024247767562811204,mortality_rate
0.45741593843836464,0.038536795844100843,mortality_rate
0.5469972579756937,0.10946649102127334,mortality_rate
0.548639800298333,0.030120871265658166,mortality_rate
0.41464089430267165,0.085007529110141,mortality_rate
0.5531393622809114,0.02646852898415861,mortality_rate
0.41887564876832084,0.0220138792307941,mortality_rate
0.5077412013356838,0.0213479512854555,mortality_rate
0.4581050614642495,0.015432405834897208,mortality_rate
0.4587739409418615,0.02449037170044767,mortality_rate
0.4774628901600997,0.012673170704439081,mortality_rate
0.6233122538626,0.042237539378013333,mortality_rate
0.6472193066339887,0.0916186528367058,mortality_rate
0.5689136877348714,0.01559877081320824,mortality_rate
0.4677122822260299,0.036967215027387604,mortality_rate
0.41588918416901244,0.05450862609005771,mortality_rate
0.5073433894209317,0.030422800762695882,mortality_rate
0.5006107901556132,0.04816975455536101,mortality_rate
0.4689844095023583,0.017036576207356244,mortality_rate
0.4535879544521929,0.020271106247349197,mortality_rate
0.469451202727461,0.039853786786950667,mortality_rate
0.49701552540992566,0.026320331800104818,mortality_rate
0.41713712986686446,0.020178054501143634,mortality_rate
0.43150843107760106,0.03299382107762939,mortality_rate
0.49923561348386303,0.009234134954163864,mortality_rate
0.4307349631545846,0.019323675010118307,mortality_rate
0.5632965047744191,0.02017540801802748,mortality_rate
0.5244127620963706,0.012703414855482136,mortality_rate
0.4780297328762072,0.018399797020884685,mortality_rate
0.5472095087774479,0.01707180687783474,mortality_rate
0.48402684279687447,0.021574201675928044,mortality_rate
0.516877329501427,0.015850048413604146,mortality_rate
0.5660457575673777,0.023423545543937146,mortality_rate
0.4997342095097814,0.08330092909432348,mortality_rate
0.6073871524910223,0.04873499234698678,mortality_rate
0.5245258433796225,0.059723627738074714,mortality_rate
0.5051542794308648,0.023491280471521332,mortality_rate
0.41175668924565734,0.024682049174698108,mortality_rate
0.44484881501479095,0.021818831798872437,mortality_rate
0.36491342795920234,0.0260275641980995,mortality_rate
0.6143712828122266,0.04777255855780466,mortality_rate
0.5592603157377899,0.0783337236497131,mortality_rate
0.5787195268474009,0.06892281663549102,mortality_rate
0.5570150989685924,0.015002368066986843,mortality_rate
0.48646893361837096,0.034805956550612804,mortality_rate
0.4563552103600263,0.03317358791522302,mortality_rate
0.5410483008261019,0.07959267180835547,mortality_rate
0.4743247715587835,0.011435473515805157,mortality_rate
0.4450946363486985,0.032843281567083146,mortality_rate
0.4980082019836177,0.015347786361543967,mortality_rate
0.5148469971079652,0.020500156946391627,mortality_rate
0.4952031971297629,0.008612097384575967,mortality_rate
0.3507271448741267,0.03386501871566802,mortality_rate
0.6075633898560601,0.05042829671788853,mortality_rate
0.5570024979043626,0.04259551251039558,mortality_rate
0.5478212331132438,0.013228180511608963,mortality_rate
0.5050783512635509,0.021757619273918238,mortality_rate
0.44274569359343824,0.0894940440243989,mortality_rate
0.5512521344399743,0.04825858832849167,mortality_rate
0.5582159579744523,0.03255923466403298,mortality_rate
0.5071973807616982,0.016854246942754288,mortality_rate
0.39809555027281224,0.022551372991855296,mortality_rate
0.6484134717322462,0.024364184392416426,mortality_rate
0.5264709847493084,0.07539810413908656,mortality_rate
0.5378336520829224,0.03745301135442871,mortality_rate
0.40072532616338874,0.016207589837524544,mortality_rate
0.5680066668867082,0.027021879821942832,mortality_rate
0.4574306807048944,0.0506573728851808,mortality_rate
0.5058051170837365,0.04841294034856398,mortality_rate
0.597362846051361,0.021382719223274123,mortality_rate
0.478378778116418,0.08222652385713838,mortality_rate
0.3777172794039091,0.021933124473963714,mortality_rate
0.5457176806362047,0.013890133385349961,mortality_rate
0.4825915915912873,0.01744219450576953,mortality_rate
0.5100385576236,0.06180674697459048,mortality_rate
0.5023862200018762,0.011137777777299606,mortality_rate
0.4631158791020996,0.022389589126158703,mortality_rate
0.4795494232184795,0.02081497193893442,mortality_rate
0.4546024996895761,0.06371520220213625,mortality_rate
0.4562340797543421,0.007515826872882552,mortality_rate
0.591410037321369,0.03892623676343448,mortality_rate
0.48323535524745187,0.019127732806351844,mortality_rate
0.49379948515772754,0.037050158100928855,mortality_rate
0.5105447007305401,0.0404443539703001,mortality_rate
0.41580948415648356,0.022490822306388,mortality_rate
0.5355674485338141,0.05030516587398394,mortality_rate
0.3327483446114161,0.04004502850805453,mortality_rate
0.5371947888717852,0.095894988122495,mortality_rate
0.4662656349213127,0.0362728631611708,mortality_rate
0.5072486273542746,0.022555186316055787,mortality_rate
0.47855985163048553,0.015525118270569778,mortality_rate
0.535796596119537,0.06639842481146499,mortality_rate
0.4193025513900515,0.030634141837713017,mortality_rate
0.529219135191975,0.019342377817515202,mortality_rate
0.515761409734196,0.013462541025913505,mortality_rate
0.3031086248781938,0.09197548025156717,mortality_rate
0.5520970441374473,0.04847174225679559,mortality_rate
0.5361786054708747,0.017815872790510046,mortality_rate
0.4918918848289884,0.015749840235593907,mortality_rate
0.49902159838671073,0.028422356139282803,mortality_rate
0.5643140589791412,0.033391018795973136,mortality_rate
0.4580071767809268,0.03066419446872933,mortality_rate
0.4252961298113604,0.030303891946835238,mortality_rate
0.608427027527216,0.022625801411610302,mortality_rate
0.5100836346947619,0.036254173288457266,mortality_rate
0.5173118029182882,0.021209100185750614,mortality_rate
0.5181646113283217,0.024328215198935414,mortality_rate
0.5245247931780662,0.02981436679742767,mortality_rate
0.38348617647595923,0.1998269588660838,mortality_rate
0.4476576069058996,0.042146214434197124,mortality_rate
0.5629050141015763,0.024801705371017398,mortality_rate
0.41679225839591283,0.03771214997368425,mortality_rate
0.4913446365087647,0.013817508061695983,mortality_rate
0.520628677599014,0.00937048313310122,mortality_rate
0.4639264037250959,0.017844777371805842,mortality_rate
0.5919885932560255,0.03339597740089345,mortality_rate
0.4425519328669252,0.035309075374946965,mortality_rate
0.4637806514611107,0.017900472415492395,mortality_rate
0.4901849691832026,0.02003689736646333,mortality_rate
0.34814096197942457,0.015792861443842256,mortality_rate
0.5509774943896762,0.026968969009961107,mortality_rate
0.38372256735260246,0.04310652099154372,mortality_rate
0.315212509673869,0.10198808722670871,mortality_rate
0.5239169461355209,0.061625702432884524,mortality_rate
0.49186731431196323,0.06083011279307803,mortality_rate
0.4475619718516208,0.010293640082883148,mortality_rate
0.47031969716510286,0.03561257810599077,mortality_rate
0.4821232972518391,0.017503177535277137,mortality_rate
0.46766957018479227,0.016477992207215415,mortality_rate
0.501935552648876,0.01595321859402328,mortality_rate
0.5486311316637029,0.01857837276193304,mortality_rate
0.4859300658247308,0.014162026728963988,mortality_rate
0.5435518654174595,0.015595783680332181,mortality_rate
0.5338034498692217,0.027326072967256792,mortality_rate
0.46024983262782887,0.04655107604690715,mortality_rate
0.6112634772534814,0.03326941327311469,mortality_rate
0.45776094242372073,0.017726803083709535,mortality_rate
0.505971885183295,0.027170290850413267,mortality_rate
0.4643344518884391,0.01776628568746896,mortality_rate
0.48142538207958235,0.012215316324925769,mortality_rate
0.5770062874861461,0.06470367656187478,mortality_rate
0.47544008247108327,0.025885569586598302,mortality_rate
0.45817803109267474,0.024600021151891957,mortality_rate
0.48742199107979467,0.024840027021739666,mortality_rate
0.5031363900051965,0.016996323220842463,mortality_rate
0.5676850189358618,0.048198089058875716,mortality_rate
0.42851421992962246,0.02690982593936491,mortality_rate
0.5160486861546235,0.020841263241076935,mortality_rate
0.35984645173961444,0.05560850891679254,mortality_rate
0.4244103138954916,0.043495063534163124,mortality_rate
0.5238219361255946,0.01946196144846727,mortality_rate
0.38552117600955604,0.052994427981678,mortality_rate
0.41931206193945664,0.03261854326894393,mortality_rate
0.5144564243954558,0.04321508855317486,mortality_rate
0.5069336165603061,0.026468011460308163,mortality_rate
0.3740614972666258,0.02983850794432875,mortality_rate
0.4062130455190574,0.03286133733584619,mortality_rate
0.4887443951056676,0.01986776859966599,mortality_rate
0.4649232670033169,0.06817896175473226,mortality_rate
0.4666600349606004,0.01510282814826079,mortality_rate
0.45168918565573707,0.025669883916620798,mortality_rate
0.4507867090641533,0.02658595907880263,mortality_rate
0.4547287081543917,0.017268936529614393,mortality_rate
0.515964487825192,0.04173982794247739,mortality_rate
0.5765468687606624,0.027984734246196828,mortality_rate
0.5243175549411052,0.039657988435921526,mortality_rate
0.4657477785193653,0.025650264742931042,mortality_rate
0.4950157272483489,0.029024368997812848,mortality_rate
0.48773800735854966,0.03562243802004095,mortality_rate
0.5513718180046543,0.02592115087733833,mortality_rate
0.4371555922947794,0.0304784637004316,mortality_rate
0.5205351877281392,0.03179257781766862,mortality_rate
0.5485762838046241,0.0113504863551921,mortality_rate
0.45939684779246126,0.021695225933679375,mortality_rate
0.4896524930145038,0.015549623771374787,mortality_rate
0.574116230376746,0.02181528777275701,mortality_rate
0.5070188736077944,0.027257166321495843,mortality_rate
0.4842973516810182,0.01745387719362295,mortality_rate
0.47838815421873515,0.022641811478251395,mortality_rate
0.5704388638833149,0.00936055691430673,mortality_rate
0.45087485239022357,0.023852870610667418,mortality_rate
0.5255764271787352,0.057582716797733795,mortality_rate
0.5297775154261503,0.010644350310122095,mortality_rate
0.55386346154256,0.07378991614175606,mortality_rate
0.5760576289243835,0.03229877835565913,mortality_rate
0.487929461326742,0.016810771899148376,mortality_rate
0.47865565065495697,0.024084183298423965,mortality_rate
0.49183595277740033,0.014099812231339428,mortality_rate
0.48700214924342905,0.014103339904256457,mortality_rate
0.5224240281696535,0.010949032606352873,mortality_rate
0.49685979001839686,0.02316046084042089,mortality_rate
0.5539046016214462,0.018572409207053244,mortality_rate
0.5184862100847826,0.03501861611382884,mortality_rate
0.3967403331927104,0.023508407282186217,mortality_rate
0.3131382600844329,0.07680833393126757,mortality_rate
0.5012039581720903,0.03184473663203682,mortality_rate
0.44364316805364923,0.012742764197747152,mortality_rate
0.45787943694611566,0.01594759037541904,mortality_rate
0.36452608940932485,0.059000149164398816,mortality_rate
0.41345285959684464,0.030068201733813568,mortality_rate
0.5345196096296962,0.022601667732753298,mortality_rate
0.5029854313252556,0.0369484389113669,mortality_rate
0.44751807715644487,0.022307849342033892,mortality_rate
0.49548593572916744,0.02918744164271745,mortality_rate
0.4772869557095543,0.008851861508112074,mortality_rate
0.5340572906141168,0.009723074754751093,mortality_rate
0.47520274417234154,0.013712715588537509,mortality_rate
0.4961033676320959,0.029995039363855502,mortality_rate
0.5479327989092968,0.024431603637399293,mortality_rate
0.42182562057270356,0.01250313950646778,mortality_rate
0.5281890552615957,0.021663700314275388,mortality_rate
0.5045751307275563,0.023838196874995072,mortality_rate
0.5365875537132023,0.013147450471857563,mortality_rate
0.4952435886371879,0.014834835243799768,mortality_rate
0.5621340786165617,0.011112938442775451,mortality_rate
0.4141799248335022,0.037504555052581365,mortality_rate
0.5828143089707858,0.02572219076191966,mortality_rate
0.45222274821329494,0.03652850662152228,mortality_rate
0.4877882597620097,0.019839410188228237,mortality_rate
0.3733032446151122,0.027278247330136066,mortality_rate
0.48683303448532156,0.031300229079820614,mortality_rate
0.4607329770197354,0.026750856651570096,mortality_rate
0.5359215634650799,0.025308426245970194,mortality_rate
0.5569874889846891,0.013897067644274341,mortality_rate
0.5049351745615694,0.021581875073277038,mortality_rate
0.5226798995459835,0.016602537381510706,mortality_rate
0.4975649506226024,0.015536687121816202,mortality_rate
0.4305909399438522,0.03285604062911004,mortality_rate
0.5480431572905354,0.019989041933677346,mortality_rate
0.5893177795667072,0.049828834907333926,mortality_rate
0.6125446761983654,0.01719175109459923,mortality_rate
0.4229991472091515,0.026012069943709075,mortality_rate
0.5848215711299268,0.046453026968996315,mortality_rate
0.41318735891067015,0.04685954117926234,mortality_rate
0.3986623733553474,0.01884594493397303,mortality_rate
0.45593822531040296,0.014064218785557882,mortality_rate
0.4957721814841633,0.008852770184024686,mortality_rate
0.5711845167923091,0.028065605375596322,mortality_rate
0.5017782539422522,0.029427693828994714,mortality_rate
0.47769172496074924,0.03292242328536769,mortality_rate
0.3856657767398517,0.02459625804854253,mortality_rate
0.49421262072118627,0.06096649460555956,mortality_rate
0.5872653075207561,0.030230586444747267,mortality_rate
0.5744482727547026,0.032238741921233695,mortality_rate
0.4485966819325656,0.03494237709602981,mortality_rate
0.5070792425342959,0.032788196376614884,mortality_rate
0.5359588886218211,0.030026113634248456,mortality_rate
0.5787192710739282,0.022185181596394255,mortality_rate
0.33381324335218343,0.033986754983214504,mortality_rate
0.4673772736476307,0.03921608036725761,mortality_rate
0.4259148922411403,0.029464283385517667,mortality_rate
0.5975214660530898,0.032357273598760894,mortality_rate
0.5956072662519862,0.06621787284146832,mortality_rate
0.5814595931665039,0.0509454873380245,mortality_rate
0.47672146167110835,0.056702428261400276,mortality_rate
0.44361256564295903,0.011832124908709989,mortality_rate
0.47830146040781524,0.0394923776186822,mortality_rate
0.4696758228406706,0.01509954599676641,mortality_rate
0.6127751893726108,0.03265271320889402,mortality_rate
0.4943715160168536,0.06107932581916515,mortality_rate
0.5317301345829059,0.019072587366092953,mortality_rate
0.48171005857620336,0.012613256351346362,mortality_rate
0.5810414639697078,0.014204551699951154,mortality_rate
0.4300363986289991,0.024239342495722557,mortality_rate
0.5564861445043278,0.01637188652049198,mortality_rate
0.3786265227913129,0.11398037006569284,mortality_rate
0.6728435736792068,0.054168954346519214,mortality_rate
0.5056781050878238,0.028020028592761228,mortality_rate
0.40713574993080903,0.037446050753260046,mortality_rate
0.5413201349703303,0.021751605133543555,mortality_rate
0.4747244605062067,0.05351067619539366,mortality_rate
0.45076791481103484,0.037237424157883094,mortality_rate
0.5045130571070303,0.0391480341176564,mortality_rate
0.5158477276480062,0.020242394451107298,mortality_rate
0.5482808375101929,0.03261181101657916,mortality_rate
0.5511700831903064,0.0276962524237041,mortality_rate
0.5243435070922599,0.04747552716145354,mortality_rate
0.5887059441054754,0.059030514255239495,mortality_rate
0.46311228340041033,0.03253584468211314,mortality_rate
0.4794691984094049,0.04679255282087287,mortality_rate
0.40730437668212555,0.05287779197934438,mortality_rate
0.4819270981628582,0.021084211888601666,mortality_rate
0.45262159172412414,0.02852975082701042,mortality_rate
0.4771136847998271,0.02012003316131067,mortality_rate
0.44565143693391973,0.015589826598896047,mortality_rate
0.5110471126229524,0.03965879247836021,mortality_rate
0.3222431563410598,0.02947817871275893,mortality_rate
0.48593469094423514,0.027467550444950178,mortality_rate
0.5020971917000244,0.03251891680827556,mortality_rate
0.4375767004749282,0.046725039374467266,mortality_rate
0.5028272790921259,0.02744735019498601,mortality_rate
0.4155655593546166,0.04375105124612684,mortality_rate
0.3731864870678784,0.041019090151627684,mortality_rate
0.5280833744347591,0.1048126927694138,mortality_rate
0.35498605713014963,0.044380465598437203,mortality_rate
0.5335568759095772,0.02098631384512458,mortality_rate
0.5119332433169309,0.01931718863720922,mortality_rate
0.5543789122652112,0.01688875123852543,mortality_rate
0.45932539114271526,0.013748132884077363,mortality_rate
0.5472850804210392,0.026735954104096078,mortality_rate
0.4182904058324901,0.04675257300548575,mortality_rate
0.45389643753853387,0.02100613324733918,mortality_rate
0.4835937819015268,0.012130756425297476,mortality_rate
0.3959678015848295,0.02783382348432645,mortality_rate
0.3060308923106382,0.0813540915792266,mortality_rate
0.5704390851184079,0.0446046471029817,mortality_rate
0.5226834149237638,0.024857835686170282,mortality_rate
0.5799591292078277,0.019197911508525154,mortality_rate
0.5136658519592816,0.020192117733093776,mortality_rate
0.45157341146534774,0.01192719251957523,mortality_rate
0.5107642341161621,0.01261557133717351,mortality_rate
0.5631056590132758,0.02218019862998494,mortality_rate
0.5195145593778085,0.0348287035575473,mortality_rate
0.36332188128532383,0.05577225557358432,mortality_rate
0.49916434620231964,0.03185159943256519,mortality_rate
0.5011454999169344,0.028896668912317014,mortality_rate
0.4589664065505991,0.01067401988489924,mortality_rate
0.621159555731706,0.08493956029061998,mortality_rate
0.5309396275548716,0.038951314111863734,mortality_rate
0.44554661793486794,0.03895291008608237,mortality_rate
0.5098020270744706,0.010107251630603881,mortality_rate
0.5139418384224168,0.026649357951319903,mortality_rate
0.43992301218991775,0.019678066093931884,mortality_rate
0.4300926735660221,0.014190142460549875,mortality_rate
0.45116679335897414,0.029874101136548772,mortality_rate
0.4900978801870173,0.01576582742097504,mortality_rate
0.5453444566926541,0.011409157064678054,mortality_rate
0.5536709546172452,0.028720753124855888,mortality_rate
0.5751175235498638,0.02069794229887377,mortality_rate
0.3026961444089087,0.05751868838857144,mortality_rate
0.4808680082867522,0.08321839104893765,mortality_rate
0.42434372203547033,0.03483818604736866,mortality_rate
0.5170854730602933,0.02558396016379651,mortality_rate
0.47717538357236833,0.0226419823048902,mortality_rate
0.5062202303467599,0.025260466745638265,mortality_rate
0.5573105094601907,0.027111297192017044,mortality_rate
0.4059487366290731,0.02750456346072676,mortality_rate
0.40945404870088875,0.03859831668118702,mortality_rate
0.41037391574916976,0.01941375678634247,mortality_rate
0.4613762464309919,0.030129348171573606,mortality_rate
0.4071446925908101,0.0401787297704886,mortality_rate
0.46675126808636314,0.06209791120258413,mortality_rate
0.5116236960112394,0.008405987869810214,mortality_rate
0.41811527698474404,0.02397385463758279,mortality_rate
0.3472792930477151,0.06932100550883633,mortality_rate
0.41064481377519657,0.08601281366690831,mortality_rate
0.3656183785227395,0.040413483176017284,mortality_rate
0.5495045053223704,0.11375381887844169,mortality_rate
0.4839776093044568,0.029408942101335676,mortality_rate
0.5921153687485836,0.02759070211976929,mortality_rate
0.5368054179458859,0.03121449433185956,mortality_rate
0.5344929476341407,0.018465942429445038,mortality_rate
0.43488491743197827,0.01671129884850685,mortality_rate
0.628963985912012,0.057930877650063606,mortality_rate
0.28588574925386295,0.0828300477922831,mortality_rate
0.4133135162640366,0.153384729759363,mortality_rate
0.4689673278585141,0.018252227619598344,mortality_rate
0.42813349891234626,0.04441898094177382,mortality_rate
0.3900038091475207,0.03599972203734439,mortality_rate
0.4943675638320853,0.018089539727566994,mortality_rate
0.5007520582885006,0.013140717296518788,mortality_rate
0.5431674398380557,0.014780836790406373,mortality_rate
0.43302203226482583,0.029041670123465927,mortality_rate
0.46491018004603285,0.01880851415399154,mortality_rate
0.6003989377760502,0.0219652964328464,mortality_rate
0.42617773587122254,0.09032313120705962,mortality_rate
0.4430426139294969,0.02368103360693931,mortality_rate
0.40619321182256773,0.031656552164858506,mortality_rate
0.32538138402833544,0.059814896126499206,mortality_rate
0.3763389452800883,0.06426376185261838,mortality_rate
0.5185003883970949,0.038721783457069246,mortality_rate
0.4686409975941685,0.040691549183376675,mortality_rate
0.48637447204770673,0.021210283622605942,mortality_rate
0.5258918785047496,0.011278302400666969,mortality_rate
0.4993754196986563,0.028115424984633573,mortality_rate
0.48251485997089827,0.026674286723720738,mortality_rate
0.6168071578926577,0.01634267086655747,mortality_rate
0.45681715427326475,0.04208247225899675,mortality_rate
0.4174836524879272,0.03469354343407276,mortality_rate
0.5295214172842156,0.025256692314230767,mortality_rate
0.6405673425023678,0.04472121159516199,mortality_rate
0.5059128626223274,0.021584710908840142,mortality_rate
0.4728420501672576,0.01713677203000165,mortality_rate
0.4053266301076275,0.036995840795519624,mortality_rate
0.570673111209818,0.04041752552818596,mortality_rate
0.49094231854676845,0.04029848393410349,mortality_rate
0.49685780397989643,0.01844990949409632,mortality_rate
0.5045174400613012,0.0252723037821862,mortality_rate
0.43720030053870285,0.0155406190646243,mortality_rate
0.6144692750847424,0.05308905988586398,mortality_rate
0.5149990011578476,0.04890561599077492,mortality_rate
0.5122193826321007,0.010067128789777197,mortality_rate
0.447698723306892,0.01262965610369819,mortality_rate
0.4644056578874518,0.015559605757536777,mortality_rate
0.5169596649785706,0.016850366432274756,mortality_rate
0.44733741392229087,0.011116210488572158,mortality_rate
0.5106046245040516,0.030159719654645138,mortality_rate
0.38198404496253147,0.028051903593514393,mortality_rate
0.44749727645508697,0.02521366921735742,mortality_rate
0.4010475489290757,0.03434610066235957,mortality_rate
0.4433659173376868,0.08914247399751395,mortality_rate
0.47740177679668805,0.03891389831128768,mortality_rate
0.4209370770063833,0.012301203104832284,mortality_rate
0.508686074976358,0.015434549217431271,mortality_rate
0.5153715983180241,0.05117322100803082,mortality_rate
0.418364825330396,0.020564730282204267,mortality_rate
0.6061027216732905,0.04898177035173755,mortality_rate
0.4553719917676653,0.018901111360038633,mortality_rate
0.5091599102531408,0.03916677006296785,mortality_rate
0.6317399455985445,0.019233352396073954,mortality_rate
0.45368179980139706,0.04272607905176372,mortality_rate
0.5795812163472309,0.04559816276224302,mortality_rate
0.526347300320157,0.01771058955223353,mortality_rate
0.5013606547357994,0.012939594269452692,mortality_rate
0.5294189000805276,0.0262208119310709,mortality_rate
0.4808492050680952,0.03499419506420765,mortality_rate
0.4805141422394084,0.00990671850178623,mortality_rate
0.4698088722034528,0.01436719969910817,mortality_rate
0.5345667930325373,0.014677663777602521,mortality_rate
0.5036784327444332,0.03220737151378003,mortality_rate
0.4521227662683405,0.018219731790763638,mortality_rate
0.4207263677320456,0.02417018914956108,mortality_rate
0.49119153765117773,0.03990141948103481,mortality_rate
0.37137500296542847,0.03063558342733565,mortality_rate
0.5379238841475302,0.02533438345630954,mortality_rate
0.5265918409669228,0.03651195586962929,mortality_rate
0.4634313200554875,0.006326048732045837,mortality_rate
0.5169653397084731,0.015059257242872881,mortality_rate
0.44963269052524496,0.01488558741916508,mortality_rate
0.4318516451778067,0.05372494368169898,mortality_rate
0.506926569004603,0.01347569247606171,mortality_rate
0.505262392998903,0.013879190144340319,mortality_rate
0.47666716414674887,0.01874594245727249,mortality_rate
0.650030398682104,0.04190915913272783,mortality_rate
0.6067185299208349,0.12859956458792046,mortality_rate
0.5095723326030072,0.027841981718552126,mortality_rate
0.42090943976117245,0.041186711137101636,mortality_rate
0.47508580847689386,0.026162543819751128,mortality_rate
0.5168134940051993,0.027725599057098486,mortality_rate
0.46834969993257125,0.012800944744987905,mortality_rate
0.4777251209199893,0.020279372632524547,mortality_rate
0.4892626534492715,0.02975979193238079,mortality_rate
0.5417454351808562,0.045370070957207076,mortality_rate
0.5519165262673602,0.0194767336649311,mortality_rate
0.33217713373200786,0.03845539797327143,mortality_rate
0.5263948832583676,0.07803909212692717,mortality_rate
0.5932453324714009,0.04031365139966699,mortality_rate
0.44231604990841106,0.04436475321525081,mortality_rate
0.44336033508159794,0.02546054838990014,mortality_rate
0.48030745678375286,0.016116482369883903,mortality_rate
0.44871512272979114,0.06372689197860752,mortality_rate
0.4574458398457261,0.014041532166701044,mortality_rate
0.4712723035891059,0.01517349530284131,mortality_rate
0.48323778211966384,0.014839062480868834,mortality_rate
0.4504726119409421,0.028588080609218358,mortality_rate
0.5015672607085356,0.02343045732445958,mortality_rate
0.5435909670262916,0.0242596932517412,mortality_rate
0.5066442395193432,0.010119284027476218,mortality_rate
0.3962576983425657,0.05049816354456132,mortality_rate
0.5633596527358286,0.0310691005880907,mortality_rate
0.4489219320751271,0.042787632372739026,mortality_rate
0.5272165958174292,0.031987412164240635,mortality_rate
0.47449142917445436,0.0404370971553351,mortality_rate
0.4354562204335458,0.006375004482779044,mortality_rate
0.4381949918737222,0.028628262432042098,mortality_rate
0.4703315308307557,0.01975391718432029,mortality_rate
0.5618799594060726,0.01669439084819031,mortality_rate
0.49914514558577316,0.021938799556135265,mortality_rate
0.49732849156492165,0.02046710349523879,mortality_rate
0.4685475817017157,0.02094026875633108,mortality_rate
0.44698216741270264,0.01857764625345543,mortality_rate
0.5200649182256444,0.017710941208776546,mortality_rate
0.6205949869203393,0.03508774431377852,mortality_rate
0.34330240056831923,0.14849541371892863,mortality_rate
0.5003874006119168,0.10839936045290029,mortality_rate
