cellularity,intercept,sigma2,parameter
uni,0.49060836150111714,0.08293000456366949,resource_growth_rate
uni,0.46762316753274163,0.08025120701194317,resource_growth_rate
uni,0.6050321416665118,0.07825456383664452,resource_growth_rate
uni,0.5397195217548013,0.07172855458291276,resource_growth_rate
uni,0.4217232099617874,0.06109997750089321,resource_growth_rate
uni,0.49823018504940286,0.0833893321677713,resource_growth_rate
uni,0.4703055634606295,0.10228691938412296,resource_growth_rate
uni,0.562143212052513,0.04216334055835819,resource_growth_rate
uni,0.5021999181977927,0.054308128552619954,resource_growth_rate
uni,0.5885605672907217,0.06960209575026727,resource_growth_rate
uni,0.5685824186624833,0.13046719051556793,resource_growth_rate
uni,0.35265125417024357,0.10614509801273488,resource_growth_rate
uni,0.42869025113522635,0.11176684896065092,resource_growth_rate
uni,0.5205843194427942,0.09643116618432573,resource_growth_rate
uni,0.5611799550137557,0.06834293402698151,resource_growth_rate
uni,0.47648768280448023,0.07430271707759196,resource_growth_rate
uni,0.6832435380706092,0.07396727808634523,resource_growth_rate
uni,0.5422729919768529,0.06128407678863657,resource_growth_rate
uni,0.5138765431911626,0.06493945435734287,resource_growth_rate
uni,0.6241170144014209,0.09858845835541524,resource_growth_rate
uni,0.45452521963845405,0.10768387159607408,resource_growth_rate
uni,0.4647039531269099,0.05328912055676319,resource_growth_rate
uni,0.4656330620262233,0.0645795118398321,resource_growth_rate
uni,0.5249137000852478,0.09318071356125579,resource_growth_rate
uni,0.5560625033295,0.11209939728089686,resource_growth_rate
uni,0.5396347721612209,0.05313048535405382,resource_growth_rate
uni,0.5514680600653767,0.10394494135979664,resource_growth_rate
uni,0.36929468978697544,0.10338457345048942,resource_growth_rate
uni,0.5965692552570623,0.11604257426351469,resource_growth_rate
uni,0.5156416730315349,0.09871993509793554,resource_growth_rate
uni,0.3608187705605246,0.07017092174728676,resource_growth_rate
uni,0.5006517887835756,0.06679868368922189,resource_growth_rate
uni,0.4873680601092,0.10280917869754755,resource_growth_rate
uni,0.5027955051817695,0.05081147077360838,resource_growth_rate
uni,0.5321302742546594,0.1831316841014026,resource_growth_rate
uni,0.3582706980210072,0.04001327271872518,resource_growth_rate
uni,0.6150343638233124,0.19601744547679326,resource_growth_rate
uni,0.43460782213211546,0.12855266215902414,resource_growth_rate
uni,0.44975791012528143,0.041650579439030305,resource_growth_rate
uni,0.5658168317144014,0.08359823571254112,resource_growth_rate
uni,0.5798838728586152,0.0969169131074689,resource_growth_rate
uni,0.5714302750760951,0.05559371275490707,resource_growth_rate
uni,0.4525410909069486,0.06671784822364778,resource_growth_rate
uni,0.5107545807243405,0.07629804278249232,resource_growth_rate
uni,0.47163204202953657,0.09909766790740708,resource_growth_rate
uni,0.41888554759295976,0.08117078644061931,resource_growth_rate
uni,0.5063268950769964,0.05397219245181011,resource_growth_rate
uni,0.5544129711211002,0.07530787615543251,resource_growth_rate
uni,0.5141569099701823,0.11841375741808818,resource_growth_rate
uni,0.39636737398783994,0.06523779187192394,resource_growth_rate
uni,0.5655450497140558,0.20916245889012677,resource_growth_rate
uni,0.5751893544538365,0.08258686355211986,resource_growth_rate
uni,0.5953640208564511,0.03755558565415522,resource_growth_rate
uni,0.3904824107530485,0.11786016948417127,resource_growth_rate
uni,0.42102907140470847,0.10264847557766597,resource_growth_rate
uni,0.3821849898488571,0.08328131915682097,resource_growth_rate
uni,0.34941038368690347,0.08785330821611807,resource_growth_rate
uni,0.3308124510962476,0.24319450417385932,resource_growth_rate
uni,0.5705014488272524,0.0945781903080255,resource_growth_rate
uni,0.5808444160085285,0.05715242812967421,resource_growth_rate
uni,0.4595298411242615,0.1581696602702362,resource_growth_rate
uni,0.5119433148708384,0.058380647095700455,resource_growth_rate
uni,0.5147109925976765,0.047998841181912326,resource_growth_rate
uni,0.5250963786874768,0.08057090645003098,resource_growth_rate
uni,0.5036785069981056,0.03773912503148028,resource_growth_rate
uni,0.5837939504864998,0.0757580477212199,resource_growth_rate
uni,0.4983972388993391,0.06146477628537844,resource_growth_rate
uni,0.5563228737058735,0.0848146547739949,resource_growth_rate
uni,0.5101112563038056,0.054763296414577986,resource_growth_rate
uni,0.42337599022976563,0.10384241161756852,resource_growth_rate
uni,0.5732737267831299,0.0737217596244445,resource_growth_rate
uni,0.5062248165620469,0.058674305219811686,resource_growth_rate
uni,0.4028464728036998,0.05167818467984869,resource_growth_rate
uni,0.4564321566103857,0.0910958782486003,resource_growth_rate
uni,0.5481393065074108,0.06242261675752204,resource_growth_rate
uni,0.5854155214770655,0.08533687681616388,resource_growth_rate
uni,0.588990812551097,0.07011167702523237,resource_growth_rate
uni,0.6294400767344233,0.13016156595996248,resource_growth_rate
uni,0.49312056094680173,0.0832265813454221,resource_growth_rate
uni,0.5691118564450017,0.04225142334328763,resource_growth_rate
uni,0.5369971539403503,0.07932141062915524,resource_growth_rate
uni,0.5935330009678198,0.07546739681457557,resource_growth_rate
uni,0.504743509072914,0.07166696347522505,resource_growth_rate
uni,0.4862464384187692,0.08568346807474438,resource_growth_rate
uni,0.5856375497268207,0.07278110970091514,resource_growth_rate
uni,0.5140090899579887,0.12067846627062294,resource_growth_rate
uni,0.5523598548838603,0.06826012692692118,resource_growth_rate
uni,0.6054775944057516,0.032956783416315624,resource_growth_rate
uni,0.547544538027988,0.06067219055292978,resource_growth_rate
uni,0.48803581795576084,0.08532348034637875,resource_growth_rate
uni,0.5612880706320222,0.08228912946374692,resource_growth_rate
uni,0.44282864123498694,0.09429399942761368,resource_growth_rate
uni,0.4609745208449081,0.11472424564482242,resource_growth_rate
uni,0.5359545280475492,0.051281830372573715,resource_growth_rate
uni,0.5580777002775413,0.0711719565833522,resource_growth_rate
uni,0.4494324907500817,0.08725175442628055,resource_growth_rate
uni,0.4566051687742759,0.08384629404433504,resource_growth_rate
uni,0.3465913346211205,0.055324688225651585,resource_growth_rate
uni,0.4799423892759989,0.09819343992781078,resource_growth_rate
uni,0.6008985465395037,0.08490116408035238,resource_growth_rate
uni,0.46193547814680164,0.09874146701685109,resource_growth_rate
uni,0.445591592467423,0.05617542734418633,resource_growth_rate
uni,0.49325441577224655,0.07927259137837396,resource_growth_rate
uni,0.5604240611701732,0.11918098716268007,resource_growth_rate
uni,0.43335896496049603,0.09838961731906583,resource_growth_rate
uni,0.49608174284680695,0.06804212357862631,resource_growth_rate
uni,0.5981048948613902,0.04796604445581059,resource_growth_rate
uni,0.4876720072521102,0.11204231905043967,resource_growth_rate
uni,0.557564616997631,0.04867410439683934,resource_growth_rate
uni,0.5803743060016588,0.050007422981380764,resource_growth_rate
uni,0.5180611224530862,0.06727146040954654,resource_growth_rate
uni,0.45341652321286535,0.08148754036911708,resource_growth_rate
uni,0.5390294831031105,0.0449367458172178,resource_growth_rate
uni,0.38649813567813307,0.08117244147636184,resource_growth_rate
uni,0.5248872199691795,0.21636823003313826,resource_growth_rate
uni,0.4863403879868384,0.06794358133363515,resource_growth_rate
uni,0.4797343588613611,0.2810816210882025,resource_growth_rate
uni,0.5605329227677776,0.09871494506936027,resource_growth_rate
uni,0.4981951340132996,0.0552841105000488,resource_growth_rate
uni,0.539911903468093,0.03876809565399255,resource_growth_rate
uni,0.4946823155488991,0.07512102082104995,resource_growth_rate
uni,0.5382398675644798,0.0747122075511278,resource_growth_rate
uni,0.49749743906894334,0.04787025231857721,resource_growth_rate
uni,0.6059378178459354,0.05643045812843242,resource_growth_rate
uni,0.47525150218102286,0.14245919033039875,resource_growth_rate
uni,0.44618036350716533,0.0793952944342608,resource_growth_rate
uni,0.5138775028044339,0.08822622983445533,resource_growth_rate
uni,0.48062935975723675,0.03121713556132413,resource_growth_rate
uni,0.4022382406239291,0.06774459371761206,resource_growth_rate
uni,0.43616162893953236,0.04118362368643932,resource_growth_rate
uni,0.5501512093612115,0.08487681806821322,resource_growth_rate
uni,0.48787226922293814,0.08928566114310628,resource_growth_rate
uni,0.4980363270995901,0.048889495385257796,resource_growth_rate
uni,0.5839170997513857,0.08173147027882875,resource_growth_rate
uni,0.5048536766742625,0.06124345370852897,resource_growth_rate
uni,0.49512231707505927,0.08903743429942526,resource_growth_rate
uni,0.4370995132048465,0.17137089296067923,resource_growth_rate
uni,0.4837293946756895,0.07866687762856936,resource_growth_rate
uni,0.5078032110228022,0.060024720786893415,resource_growth_rate
uni,0.5516596610486909,0.07426238676063697,resource_growth_rate
uni,0.5124291137605645,0.06524382006283513,resource_growth_rate
uni,0.554263627095828,0.06033018619667636,resource_growth_rate
uni,0.44295654119685063,0.1461692595008633,resource_growth_rate
uni,0.49347256705549997,0.1234430795316939,resource_growth_rate
uni,0.4552357195072537,0.09083851636063171,resource_growth_rate
uni,0.6576357399540141,0.0518819731847348,resource_growth_rate
uni,0.35972903659640837,0.13942704623674443,resource_growth_rate
uni,0.5472612473758152,0.06514291795324456,resource_growth_rate
uni,0.6007084582061423,0.11894925412695459,resource_growth_rate
uni,0.5056037619687258,0.11158991446592202,resource_growth_rate
uni,0.5341054386566354,0.051278850053071506,resource_growth_rate
uni,0.62271846905539,0.07268936335847925,resource_growth_rate
uni,0.5194647283830709,0.04846444194384125,resource_growth_rate
uni,0.6245560212610419,0.08783687682833921,resource_growth_rate
uni,0.5077350532494446,0.06480252865883336,resource_growth_rate
uni,0.649089763140726,0.1011719933614058,resource_growth_rate
uni,0.49899397742251445,0.08403650506944747,resource_growth_rate
uni,0.4815882446304913,0.051190732860884165,resource_growth_rate
uni,0.5132685855877578,0.07007927474887501,resource_growth_rate
uni,0.5422019015952518,0.13173778412095705,resource_growth_rate
uni,0.499635954565864,0.09810196230452355,resource_growth_rate
uni,0.5839285316577648,0.04805795330673893,resource_growth_rate
uni,0.7202520536828954,0.1692412366942725,resource_growth_rate
uni,0.5250577402531873,0.06241570123788625,resource_growth_rate
uni,0.41130510145692195,0.06821154177439216,resource_growth_rate
uni,0.44230294084585275,0.07291494828946021,resource_growth_rate
uni,0.5456268486202382,0.08032510952823008,resource_growth_rate
uni,0.456793349393779,0.06483503850777221,resource_growth_rate
uni,0.4797397618163215,0.06943539851944602,resource_growth_rate
uni,0.5327198570383244,0.0717875512816069,resource_growth_rate
uni,0.5204792203788158,0.12613876703507998,resource_growth_rate
uni,0.454886572324248,0.1189510617867894,resource_growth_rate
uni,0.5924019821818446,0.13930204706670965,resource_growth_rate
uni,0.4745883678049213,0.09439266621395061,resource_growth_rate
uni,0.6512618534502319,0.07073804532910652,resource_growth_rate
uni,0.4612552610443759,0.12520324502310617,resource_growth_rate
uni,0.47390791485779954,0.07635061976374934,resource_growth_rate
uni,0.5243788513036407,0.07214458623581474,resource_growth_rate
uni,0.4163217881138234,0.08355926563802052,resource_growth_rate
uni,0.450059172295614,0.11131631884803636,resource_growth_rate
uni,0.5544905720104579,0.20834418730106616,resource_growth_rate
uni,0.5657005826372759,0.07753604915122665,resource_growth_rate
uni,0.5715028371319939,0.07984912199067849,resource_growth_rate
uni,0.42982482496023006,0.05254809677357425,resource_growth_rate
uni,0.6037468627595692,0.08267577119103314,resource_growth_rate
uni,0.5104010311970675,0.09278918268466917,resource_growth_rate
uni,0.5815934399337622,0.07868463082845499,resource_growth_rate
uni,0.5907022414619477,0.04921428514340825,resource_growth_rate
uni,0.5562963409069575,0.04231898117107938,resource_growth_rate
uni,0.5207968452552856,0.03822365762806088,resource_growth_rate
uni,0.49432120111135336,0.04588597603139531,resource_growth_rate
uni,0.5054054181368599,0.06191612053076224,resource_growth_rate
uni,0.5208477566729746,0.08865008139375737,resource_growth_rate
uni,0.3877140912220327,0.09955413828308972,resource_growth_rate
uni,0.547486983841969,0.12014939257450787,resource_growth_rate
uni,0.5320195302432277,0.1312232291903881,resource_growth_rate
uni,0.48504758262483205,0.07195510343066738,resource_growth_rate
uni,0.5761804252053746,0.06265327348877617,resource_growth_rate
uni,0.6233673904611358,0.07221651672997265,resource_growth_rate
uni,0.4733651518593146,0.08498064825668791,resource_growth_rate
uni,0.5516280681739755,0.05211429402528363,resource_growth_rate
uni,0.6224648072552723,0.0871222311470078,resource_growth_rate
uni,0.550937385835413,0.09698537353290478,resource_growth_rate
uni,0.3836100829166065,0.06573856187463939,resource_growth_rate
uni,0.45783260312340557,0.10381657170603181,resource_growth_rate
uni,0.5136077948428314,0.1473670768978517,resource_growth_rate
uni,0.5613036061588805,0.07025882996797227,resource_growth_rate
uni,0.6023951046798149,0.10140081282086559,resource_growth_rate
uni,0.5135970422444406,0.06005450134275794,resource_growth_rate
uni,0.5277426623069751,0.041632477583492665,resource_growth_rate
uni,0.5955079564880255,0.08246727732099259,resource_growth_rate
uni,0.4735329899727304,0.13580409912383043,resource_growth_rate
uni,0.5738722937860923,0.08370706639072271,resource_growth_rate
uni,0.4574694356062009,0.1682647252933245,resource_growth_rate
uni,0.4460634969310763,0.06826002815065527,resource_growth_rate
uni,0.4438148323937843,0.10241435203732133,resource_growth_rate
uni,0.5534794458381763,0.052992984913866434,resource_growth_rate
uni,0.5123881081988585,0.057245950280352786,resource_growth_rate
uni,0.4174354265443559,0.09679099894184091,resource_growth_rate
uni,0.46019548318483183,0.09629213918083944,resource_growth_rate
uni,0.5422368181945924,0.06016947077089961,resource_growth_rate
uni,0.4537022560328766,0.1278995420059674,resource_growth_rate
uni,0.5168347415106226,0.0967346850188786,resource_growth_rate
uni,0.47481527279910457,0.06950350533285446,resource_growth_rate
uni,0.3967239986357285,0.05071720238917909,resource_growth_rate
uni,0.454122805198872,0.053661771179461144,resource_growth_rate
uni,0.6372366815912711,0.15613929578059313,resource_growth_rate
uni,0.5071489471466409,0.08703510755703489,resource_growth_rate
uni,0.47410412048073625,0.048214401091415844,resource_growth_rate
uni,0.5292935432358447,0.11320192341913037,resource_growth_rate
uni,0.44628946529414315,0.07644007645290697,resource_growth_rate
uni,0.4606460824589517,0.07340551844195953,resource_growth_rate
uni,0.5736878353761845,0.041140884781524216,resource_growth_rate
uni,0.4294520347144851,0.13353734266730574,resource_growth_rate
uni,0.6049581047613617,0.06495253301507133,resource_growth_rate
uni,0.3649368171398555,0.14783804224481348,resource_growth_rate
uni,0.5198473552298041,0.1394618319712423,resource_growth_rate
uni,0.5862581434045696,0.04014558466046659,resource_growth_rate
uni,0.45578801682502856,0.05956647116933739,resource_growth_rate
uni,0.50870096273459,0.06401233683782839,resource_growth_rate
uni,0.633213929402778,0.08230422373349476,resource_growth_rate
uni,0.6073474616794605,0.0682592756708085,resource_growth_rate
uni,0.495545477733714,0.0643938008084266,resource_growth_rate
uni,0.593707004552582,0.05679455200837223,resource_growth_rate
uni,0.5459298129851566,0.042215257338858975,resource_growth_rate
uni,0.5100694099440032,0.07158299510694874,resource_growth_rate
uni,0.566902722493902,0.05273546070086785,resource_growth_rate
uni,0.5786432835541265,0.07614617308046888,resource_growth_rate
uni,0.5633691765997952,0.06644680472728028,resource_growth_rate
uni,0.47592687672699585,0.09729371505092128,resource_growth_rate
uni,0.49007432081323515,0.05807019610601571,resource_growth_rate
uni,0.5065686104395108,0.03873546545882634,resource_growth_rate
uni,0.3429338362644824,0.1424289585884093,resource_growth_rate
uni,0.3853075379544747,0.1555635487260511,resource_growth_rate
uni,0.4449803642543921,0.13713990436326984,resource_growth_rate
uni,0.5741041321484542,0.08732792466199711,resource_growth_rate
uni,0.37137527031686257,0.07369816568911573,resource_growth_rate
uni,0.5569223652558662,0.12863091585727912,resource_growth_rate
uni,0.5946421054145488,0.07211415221486898,resource_growth_rate
uni,0.602642991458534,0.10141877893760279,resource_growth_rate
uni,0.46112180447725515,0.0723096424454537,resource_growth_rate
uni,0.5281162574571272,0.058558317755488164,resource_growth_rate
uni,0.5288568190383172,0.13062493266790992,resource_growth_rate
uni,0.4577538011980023,0.053142839466036144,resource_growth_rate
uni,0.41603455627359875,0.05664849702577859,resource_growth_rate
uni,0.49592592064697577,0.05348712595674751,resource_growth_rate
uni,0.39263923936110223,0.12804551431160502,resource_growth_rate
uni,0.44145240646377115,0.06005292650387309,resource_growth_rate
uni,0.49310827482921943,0.0664296953175676,resource_growth_rate
uni,0.45488276778132575,0.09312832411278005,resource_growth_rate
uni,0.4073125095484017,0.08471659081019257,resource_growth_rate
uni,0.5494172410980214,0.1001909814891059,resource_growth_rate
uni,0.5269337803547859,0.07007090965003551,resource_growth_rate
uni,0.6980931710792713,0.1751233434712563,resource_growth_rate
uni,0.3524867146818163,0.0796817898607241,resource_growth_rate
uni,0.4350292657660466,0.10387613055606185,resource_growth_rate
uni,0.5256423050049112,0.09328734809729321,resource_growth_rate
uni,0.47581289219311274,0.08197809707656095,resource_growth_rate
uni,0.6587095218426093,0.08852106686616568,resource_growth_rate
uni,0.5148047686372603,0.06556935123616814,resource_growth_rate
uni,0.49985745848371826,0.06938578503049381,resource_growth_rate
uni,0.4531716427710365,0.0936192970994349,resource_growth_rate
uni,0.5055928282354412,0.10124620433578095,resource_growth_rate
uni,0.3672651738232142,0.11470131840564861,resource_growth_rate
uni,0.49592646065030277,0.08403944346323745,resource_growth_rate
uni,0.4792858457190985,0.043388472935933745,resource_growth_rate
uni,0.5750124775978279,0.04838890453610601,resource_growth_rate
uni,0.44030685205695874,0.055414621328912714,resource_growth_rate
uni,0.5582752256391823,0.05269052231800234,resource_growth_rate
uni,0.35290758197805583,0.14456650139673652,resource_growth_rate
uni,0.4651485301710163,0.13181534537405626,resource_growth_rate
uni,0.530840909629408,0.128418615809854,resource_growth_rate
uni,0.6417168719504607,0.11843428479358198,resource_growth_rate
uni,0.4551691291042392,0.10711641810316323,resource_growth_rate
uni,0.48048717691117776,0.07142082963049949,resource_growth_rate
uni,0.5643057769536441,0.06700836162515508,resource_growth_rate
uni,0.5089688105158827,0.06268670593387941,resource_growth_rate
uni,0.5026894217761079,0.06851979522598708,resource_growth_rate
uni,0.3615516998787476,0.0724921381355504,resource_growth_rate
uni,0.5876075313309108,0.10883612937090364,resource_growth_rate
uni,0.5567100162851066,0.08710174231339157,resource_growth_rate
uni,0.5259594311772715,0.07126497240775143,resource_growth_rate
uni,0.35868578174122157,0.06543523296552753,resource_growth_rate
uni,0.47959945521517083,0.08443341714593944,resource_growth_rate
uni,0.5545991472508626,0.06903501382310745,resource_growth_rate
uni,0.43639149842105074,0.08385003125818304,resource_growth_rate
uni,0.5805508152864487,0.15038837460201301,resource_growth_rate
uni,0.5134964407354663,0.1269938805942847,resource_growth_rate
uni,0.3445684561814779,0.1115649928842026,resource_growth_rate
uni,0.49432796192601725,0.08879707937119745,resource_growth_rate
uni,0.5303506954824642,0.07356214234751028,resource_growth_rate
uni,0.4372956369722872,0.0471677533144906,resource_growth_rate
uni,0.6039801244349038,0.09549860741824323,resource_growth_rate
uni,0.5429036585220482,0.04679033882106071,resource_growth_rate
uni,0.7209651657227898,0.12601871845446083,resource_growth_rate
uni,0.5624040023689665,0.18911639452174825,resource_growth_rate
uni,0.4908251353744239,0.09829908899732816,resource_growth_rate
uni,0.4932057068610666,0.0784778458864017,resource_growth_rate
uni,0.5029774656394849,0.13390113602751955,resource_growth_rate
uni,0.47742898146107504,0.11590531070593918,resource_growth_rate
uni,0.5321158316365467,0.04384545015142211,resource_growth_rate
uni,0.5920992357278433,0.05791085066502964,resource_growth_rate
uni,0.4952637848696208,0.07021280887047474,resource_growth_rate
uni,0.5109382632775546,0.08092894454841777,resource_growth_rate
uni,0.4784937568212533,0.14607981023966188,resource_growth_rate
uni,0.48969037737824594,0.09106601037666599,resource_growth_rate
uni,0.49784036445076824,0.1100050369968877,resource_growth_rate
uni,0.5648396468873811,0.1005564517825043,resource_growth_rate
uni,0.4954184739042343,0.043277231799819495,resource_growth_rate
uni,0.5473665763614531,0.08581150393218748,resource_growth_rate
uni,0.5719312876981518,0.09148330603157252,resource_growth_rate
uni,0.5101570255198606,0.05970560037289527,resource_growth_rate
uni,0.482371828413527,0.06777957052336887,resource_growth_rate
uni,0.5542789639762716,0.07051280777469537,resource_growth_rate
uni,0.5107662776853551,0.0820310905967504,resource_growth_rate
uni,0.5984894291682619,0.0589467016908543,resource_growth_rate
uni,0.4266257652562518,0.048137083423354404,resource_growth_rate
uni,0.7711417796944574,0.1619575679948637,resource_growth_rate
uni,0.684178437819792,0.12471832777811505,resource_growth_rate
uni,0.5911033659624455,0.08019424770250305,resource_growth_rate
uni,0.5384884094239709,0.04158321456403017,resource_growth_rate
uni,0.5223066527122856,0.06266458374198629,resource_growth_rate
uni,0.5123478416000771,0.04045641394596415,resource_growth_rate
uni,0.47598357006242453,0.10529484731371704,resource_growth_rate
uni,0.45403137489634837,0.05945335797507879,resource_growth_rate
uni,0.42658736398021113,0.14783267701903205,resource_growth_rate
uni,0.5949713721073376,0.11994092887527165,resource_growth_rate
uni,0.47716753272075063,0.0477708575510672,resource_growth_rate
uni,0.5703296752214442,0.07476849612895832,resource_growth_rate
uni,0.4942061480362336,0.09611823710665689,resource_growth_rate
uni,0.4913150562751772,0.06974261921671392,resource_growth_rate
uni,0.5899339741214914,0.09435611414089384,resource_growth_rate
uni,0.49849443482643246,0.0867002945016157,resource_growth_rate
uni,0.4318105484326781,0.056126326280297865,resource_growth_rate
uni,0.5236858866569869,0.07303117076970486,resource_growth_rate
uni,0.35720881547020905,0.08604240160193942,resource_growth_rate
uni,0.4906962905633029,0.07690270811342992,resource_growth_rate
uni,0.49499929224548117,0.04413348001518774,resource_growth_rate
uni,0.6016416753757637,0.08948251075364348,resource_growth_rate
uni,0.537721193997668,0.08422857455282157,resource_growth_rate
uni,0.5616422165395591,0.03583390029770012,resource_growth_rate
uni,0.47612516957124223,0.0819777620343286,resource_growth_rate
uni,0.502757857462849,0.09144670895920103,resource_growth_rate
uni,0.5227854160547301,0.04890573730517114,resource_growth_rate
uni,0.5275609418199758,0.0702615804946356,resource_growth_rate
uni,0.5172670308504373,0.07516225153900802,resource_growth_rate
uni,0.6575401995406459,0.065997755212906,resource_growth_rate
uni,0.5146714122037263,0.060033888889472926,resource_growth_rate
uni,0.4626418972546618,0.04667450762971909,resource_growth_rate
uni,0.42855519146848187,0.0857772501437995,resource_growth_rate
uni,0.5211910102850158,0.06985559972836924,resource_growth_rate
uni,0.4758848775339873,0.04232835765153578,resource_growth_rate
uni,0.5097475586002332,0.058137165215928835,resource_growth_rate
uni,0.5546214863084217,0.09607053246729999,resource_growth_rate
uni,0.5417650009714697,0.04537850608227608,resource_growth_rate
uni,0.5628182230922845,0.05229178318484061,resource_growth_rate
uni,0.3564145540129954,0.21941214681458932,resource_growth_rate
uni,0.46952404642165757,0.06536523802082247,resource_growth_rate
uni,0.5164309518874552,0.10793818137299721,resource_growth_rate
uni,0.4269725746290153,0.08631499240320473,resource_growth_rate
uni,0.5476081549334467,0.07602947618642113,resource_growth_rate
uni,0.5830453807236303,0.11740342151596635,resource_growth_rate
uni,0.5843320474852334,0.11015050753320427,resource_growth_rate
uni,0.6033404323841873,0.06700188073116392,resource_growth_rate
uni,0.4882295512689255,0.08460594096704745,resource_growth_rate
uni,0.510806831166366,0.07617521178626553,resource_growth_rate
uni,0.5029803632772544,0.07093288910226732,resource_growth_rate
uni,0.46402620871878675,0.06057515182504226,resource_growth_rate
uni,0.4149521506313002,0.0592984149594316,resource_growth_rate
uni,0.5123994834238192,0.06542492598557226,resource_growth_rate
uni,0.4350317748256862,0.10543465691992797,resource_growth_rate
uni,0.5441995575440903,0.11842932734511122,resource_growth_rate
uni,0.6289988486148583,0.11236718081945377,resource_growth_rate
uni,0.5358439710963213,0.3100203242524647,resource_growth_rate
uni,0.5584787932043502,0.08512593302037436,resource_growth_rate
uni,0.4588277485218386,0.08054564860181165,resource_growth_rate
uni,0.4323479087631696,0.05671649752768926,resource_growth_rate
uni,0.5705863749099057,0.09237896966360727,resource_growth_rate
uni,0.6291419275093766,0.09855838447078337,resource_growth_rate
uni,0.40412136854000025,0.11082105406558161,resource_growth_rate
uni,0.4845231086139786,0.07704082413775638,resource_growth_rate
uni,0.5746061946272253,0.051423342705249175,resource_growth_rate
uni,0.49693904026735947,0.04629876390480226,resource_growth_rate
uni,0.46630578242757226,0.05520791447583175,resource_growth_rate
uni,0.4789959441658709,0.08144570882726263,resource_growth_rate
uni,0.6496790845992835,0.11081316150185112,resource_growth_rate
uni,0.5611713275810418,0.07169243303780194,resource_growth_rate
uni,0.5948644258516748,0.07217611759522577,resource_growth_rate
uni,0.5362259440493324,0.08110178910327727,resource_growth_rate
uni,0.4965370648266561,0.09084228933740604,resource_growth_rate
uni,0.572852951623049,0.0698889863065079,resource_growth_rate
uni,0.400328878888298,0.11075866118317239,resource_growth_rate
uni,0.473252470257213,0.09883012546629548,resource_growth_rate
uni,0.4851000352128509,0.10008120509075658,resource_growth_rate
uni,0.553094675156718,0.07399087400791624,resource_growth_rate
uni,0.552602232808008,0.04198616902163235,resource_growth_rate
uni,0.5199218824559976,0.04296206791800319,resource_growth_rate
uni,0.48235339182735293,0.10239792436360703,resource_growth_rate
uni,0.582608597643964,0.05584106121736527,resource_growth_rate
uni,0.5425041952838144,0.10441843601710593,resource_growth_rate
uni,0.5747648265502145,0.07025143991524115,resource_growth_rate
uni,0.402742953142317,0.05650426413197471,resource_growth_rate
uni,0.46747777417044656,0.13173045817954582,resource_growth_rate
uni,0.5793909511517635,0.12252263739605466,resource_growth_rate
uni,0.4544675051059387,0.04179787212529136,resource_growth_rate
uni,0.5758519372216053,0.08900876789165663,resource_growth_rate
uni,0.46167957660417186,0.06502393991542,resource_growth_rate
uni,0.7877827880815331,0.12230964174002332,resource_growth_rate
uni,0.3977599957171438,0.11539492753309687,resource_growth_rate
uni,0.5186635279405638,0.06343513855730247,resource_growth_rate
uni,0.5028348689068484,0.0617334465977234,resource_growth_rate
uni,0.529421470244992,0.06360449913331646,resource_growth_rate
uni,0.4519457749560606,0.12130816733556433,resource_growth_rate
uni,0.48703675352285253,0.09995733110177969,resource_growth_rate
uni,0.5049414987341334,0.057385055227289775,resource_growth_rate
uni,0.5332586728364642,0.0476788119033988,resource_growth_rate
uni,0.5380330071882891,0.0843908753734285,resource_growth_rate
uni,0.4786311971363244,0.07625259633206484,resource_growth_rate
uni,0.5675585873422525,0.05369107607564822,resource_growth_rate
uni,0.5119578417381901,0.0910144382455539,resource_growth_rate
uni,0.5726979584535268,0.09875326468804131,resource_growth_rate
uni,0.5624602565120443,0.06087612397384553,resource_growth_rate
uni,0.5167783750870247,0.05934778542866617,resource_growth_rate
uni,0.45583107030719305,0.07617702039221998,resource_growth_rate
uni,0.45482205637466955,0.06994858318488804,resource_growth_rate
uni,0.6427654053801084,0.12422178460840118,resource_growth_rate
uni,0.5378755391897787,0.09533281793330516,resource_growth_rate
uni,0.4126573611524845,0.10035149115136004,resource_growth_rate
uni,0.5225341981099542,0.04744341345034257,resource_growth_rate
uni,0.5801062205222904,0.05947358544991928,resource_growth_rate
uni,0.38523851123421815,0.06917785427993708,resource_growth_rate
uni,0.5222346715986309,0.17486677539257603,resource_growth_rate
uni,0.4144620624743583,0.09232983662657168,resource_growth_rate
uni,0.4486814304555944,0.16228334731745192,resource_growth_rate
uni,0.5347267721040119,0.06713461671232213,resource_growth_rate
uni,0.6189638231058538,0.08967846583230514,resource_growth_rate
uni,0.5662066969730046,0.07734621228077312,resource_growth_rate
uni,0.4914489201726653,0.07066978668301907,resource_growth_rate
uni,0.48509392302607174,0.0777386544000634,resource_growth_rate
uni,0.4620016268729859,0.0593316060654596,resource_growth_rate
uni,0.4892441401536718,0.06358713364598652,resource_growth_rate
uni,0.4680944051117479,0.110274301239477,resource_growth_rate
uni,0.508377484017634,0.1194260711802434,resource_growth_rate
uni,0.5067749444413905,0.08530678775809336,resource_growth_rate
uni,0.5367914938382019,0.04211441620883857,resource_growth_rate
uni,0.4637372299904632,0.07473732062068292,resource_growth_rate
uni,0.4915552618674084,0.06761022064331296,resource_growth_rate
